State,City,TotalPopulation,PercentMale,PercentFemale,MedianAge,PercentOver65,PercentWhite,PercentBlack,PercentHispanic,PercentAsian,MedianHouseholdIncome,MeanHouseholdIncome,MedianIncomeFemale,MedianIncomeMale,AverageHouseholdSize, AverageFamilySize ,EdElementaryPercent,EdHighSchoolPercent,EdAssociatePercent,EdBachelorsPercent,EdGraduatePercent,AvgLowTemp,AvgHighTemp,ElectionResults
CT,Derby,12845,48.7,51.3,40.3,17.8,72.8,9.8,16,1.6,55478,66328,45112,46315,2.43,3.02,6.4,40,6.7,11.7,9.4,44.5,60.2,blue
CT,Groton,10305,47.8,52.2,32.8,12.3,69.4,14.9,11,5.9,49935,66572,39362,54759,2.24,2.95,3.5,31.9,8.4,16.7,10.3,44.5,60.2,blue
CT,Hartford,124817,48,52,29.8,11.7,17.2,39.8,42.4,2.5,29107,43192,31825,34856,2.52,3.3,15.1,30.7,5.3,8.5,5.8,44.5,60.2,blue
CT,Meriden,60608,48.9,51.1,38.3,16.1,57.8,10.7,29.3,2,53722,68376,39621,50909,2.5,3.1,7,33.7,7.6,11.9,8,44.5,60.2,blue
CT,Middle,47510,47.5,52.5,36.6,15.8,71,15.7,8.1,4.4,59966,75251,48985,57890,2.19,2.82,3.8,30.9,8,19.3,14.1,44.5,60.2,blue
CT,Milford,50992,48.6,51.4,41.6,18.7,83.8,3.4,4.6,6.6,79956,98708,51291,69144,2.52,3.14,1.8,28.1,7.4,21.4,16.9,44.5,60.2,blue
CT,NewBritain,73055,47.4,52.6,33.2,15.3,49.3,15.3,34.8,2,39838,50444,35376,41706,2.43,3.1,10.7,34.7,7.1,10.4,7.2,44.5,60.2,blue
CT,NewHaven,129213,47.5,52.5,30,11.2,32.9,36.5,26.3,4.9,39094,56525,38439,43947,2.41,3.2,7.7,28.3,5.2,14.7,17.4,44.5,60.2,blue
CT,NewLondon,27550,47.9,52.1,30,12.2,49.4,20.4,27.7,4.3,45509,55795,32846,39574,2.25,2.98,6.6,34.2,5.4,12.5,9.7,44.5,60.2,blue
CT,Norwalk,85145,48.3,51.7,40.9,17.4,61.7,14,20.2,3.9,76384,103857,54429,66051,2.31,3.05,5,25.8,7.2,25.2,15,44.5,60.2,blue
CT,Norwich,40085,48.1,51.9,38.3,16.2,66.1,14.5,10,7.9,51225,64557,35767,44269,2.42,3.02,5,34.8,7.2,12.7,7.9,44.5,60.2,blue
CT,Shelton,39310,48.9,51.1,44.1,22.4,88,2,7.1,2.5,83128,104762,51715,73583,2.6,3.17,3.5,30.7,7.9,19.9,14.5,44.5,60.2,blue
CT,Stamford,121784,49.8,50.2,36.2,14.6,51.3,15.5,24.4,8,78201,116836,52425,63087,2.64,3.22,8.3,22.5,5.6,24.5,19.4,44.5,60.2,blue
CT,Torrington,36380,48,52,42.2,19.2,87.1,3.5,6.8,2.5,48742,63164,39715,51051,2.29,2.94,6.1,37.9,8.8,13.4,6.3,44.5,60.2,blue
CT,Waterbury,110075,46.6,53.4,35.2,15.4,46.7,23,30.1,1.7,41499,54703,38452,46425,2.54,3.19,8.7,35.9,8.8,11,6.2,44.5,60.2,blue
CT,WestHaven,55249,47.8,52.2,38.1,15.6,60.6,20.3,15.6,3.6,53057,65940,38878,50542,2.48,3.09,4.3,38.5,6.7,14.4,8.7,44.5,60.2,blue
DE,Dover,35849,47.1,52.9,30.2,15.9,44.8,46.1,6.8,2.1,47754,59811,33450,40157,2.53,3.17,4,27,8.2,16.6,9.8,47.3,66.2,blue
DE,Newark,31293,43.9,56.1,22.8,13.3,78.6,8,3.7,8.4,50309,72476,45753,62030,2.47,2.96,2.3,17.6,6.5,25.8,26.1,47.3,66.2,blue
DE,Wilmington,71292,47,53,35.4,14.3,30.5,57.5,11.5,0.9,39019,59675,37259,45887,2.34,3.13,6.5,31.2,5.1,14.8,10.5,47.3,66.2,blue
DC,Washington,593955,47.3,52.7,34.1,14.2,34,53,9,3.5,61835,96183,56236,63745,2.13,3.15,5,19.5,2.9,22.4,28.1,46.6,64.8,blue
FL,AltamonteSprings,41857,45.8,54.2,37.2,15.9,58.8,15.4,22.3,3.2,47942,59873,35880,41899,2.38,3.25,2.5,24.5,11.4,23.5,9.2,55.7,79.5,blue
FL,Apopka,40518,48.1,51.9,36.1,13.8,52.9,19.2,24.1,4.2,58996,73252,36900,45148,2.75,3.31,4.9,23.2,10.5,20,8.6,55.7,79.5,blue
FL,AtlanticBeach,12861,48.2,51.8,41.5,18.6,74.6,14.1,7.2,2.5,65441,93252,37461,48030,2.41,3.08,2.3,19.7,8.6,26.5,17.3,55.7,79.5,blue
FL,Auburndale,13515,50.4,49.6,35.1,15.5,69.3,15.9,13.1,0.6,42099,55474,34092,37951,2.88,3.31,7.5,36.3,7.6,8.7,5.6,55.7,79.5,blue
FL,Aventura,34726,45.5,54.5,46.8,32.2,60.1,4.1,34.4,1.2,62579,100865,44140,64823,2.07,2.74,3.4,21.5,4.1,25.9,22.6,55.7,79.5,blue
FL,Bartow,17339,48.4,51.6,36.6,17,61.4,26.9,12.3,0.7,46034,56182,31687,39526,2.65,3.29,5,35.1,5.5,13.2,4.4,55.7,79.5,blue
FL,BelleGlade,17593,49.9,50.1,34.2,13.7,10.8,63.4,27.3,0.6,27895,41114,33419,30260,3.12,3.77,20.5,31.9,5.5,9,4.2,55.7,79.5,blue
FL,BocaRaton,84876,50.6,49.4,45.6,24.4,80.3,5.1,11.2,2.1,71414,114802,44601,61513,2.31,2.93,2.2,18,8,30,20.6,55.7,79.5,blue
FL,BonitaSprings,43913,49.4,50.6,54.5,37.8,73.3,1.3,23,2.4,53274,91182,34543,40339,2.34,2.74,8.1,28.7,6.6,17.6,10.9,55.7,79.5,blue
FL,BoyntonBeach,67918,46.8,53.2,43,25,55.3,29.8,12.9,2.2,45156,59692,36215,41428,2.33,3.14,6.3,27.8,8.6,16.9,8.7,55.7,79.5,blue
FL,Bradenton,50272,48.2,51.8,42.9,26,67.1,15.4,16.2,1.2,41877,51890,30653,40099,2.31,3,7,32.8,8.4,13.6,7.7,55.7,79.5,blue
FL,Callaway,14497,50.9,49.1,37,14.7,72.7,16.3,3.5,4.1,50598,57443,29023,40146,2.61,3.09,3.5,35.4,9.6,8.3,6.9,55.7,79.5,blue
FL,CapeCoral,152817,49.5,50.5,41.2,20.2,74.6,4,19.9,1.1,51407,63339,33756,43026,2.72,3.18,2.7,36.5,8.4,14.6,6,55.7,79.5,blue
FL,Casselberry,26256,49,51,37.3,16.7,66.8,8.6,22,1.6,43864,55105,34871,40109,2.52,3.16,3.9,30.9,7.5,15.9,6.7,55.7,79.5,blue
FL,Clearwater,107809,47.8,52.2,44.3,25.2,72.9,11.2,12.6,2,41986,59947,34602,37139,2.23,2.91,4.1,29.9,8.4,17.7,9.2,55.7,79.5,blue
FL,Clermont,27407,49.4,50.6,43.3,26.7,61,18.1,18.5,2.4,56291,68725,36949,48602,2.54,2.98,2.2,28.1,10.6,19.7,8.7,55.7,79.5,blue
FL,Cocoa,17302,47.9,52.1,40.9,19.1,55.1,30.9,12.8,0.5,33411,46899,31476,40393,2.27,2.78,3.2,34.5,9.8,8.4,6.5,55.7,79.5,blue
FL,CocoaBeach,11498,48.2,51.8,55.7,37.2,95,1.5,1.6,0.5,53951,73796,40714,51550,1.95,2.58,1.2,21.1,7.9,23.3,18.2,55.7,79.5,blue
FL,CoconutCreek,52175,46.3,53.7,40.8,21.6,62.3,12.8,20.5,3.6,50990,64648,41191,45531,2.34,3.08,2.3,30.2,9.5,21.6,10,55.7,79.5,blue
FL,CooperCity,28657,50.3,49.7,39.7,11.3,61.6,7,23.5,5.9,91650,105296,51699,64051,3.06,3.39,1.9,21.6,12.4,24.2,16.1,55.7,79.5,blue
FL,CoralGables,46442,47,53,38,18.6,41.5,3.7,52.5,2.7,88167,142871,48010,93046,2.47,3.12,2.9,11.1,7.1,31.5,32.9,55.7,79.5,blue
FL,CoralSprings,121275,48.1,51.9,36.9,11.1,54.5,18.1,21.8,5.1,70610,90119,40168,53755,2.96,3.36,2.7,24.8,10.4,23.6,11.6,55.7,79.5,blue
FL,Crestview,20543,48.2,51.8,31.1,10,67.4,21.3,6.5,2.8,48750,58417,28893,42190,2.72,3.25,4.3,28.6,11.7,11,7.2,55.7,79.5,blue
FL,DaniaBeach,29534,47,53,40.4,18.5,54,20.2,23.8,2,44608,55241,33767,40703,2.38,3.02,4,32.8,8.4,15.2,8,55.7,79.5,blue
FL,DaytonaBeach,62186,50.7,49.3,39.3,22.5,53.9,36.6,6.1,2.6,29533,41911,30689,33875,2.18,3.01,4,31.4,9.2,13.6,7.5,55.7,79.5,blue
FL,DeBary,19193,51.7,48.3,45.8,26.3,82.1,3.7,10.1,2.5,58963,68987,40318,50722,2.44,2.87,3.7,29.7,10.2,16.5,10,55.7,79.5,blue
FL,DeerfieldBeach,75260,47.6,52.4,43.3,24.9,59.4,23.8,14.3,1.9,38822,53137,32331,38049,2.31,3.09,6.8,36.4,6.3,14.5,7.1,55.7,79.5,blue
FL,DeLand,26751,45.5,54.5,39.4,22.4,65,20,12.4,2.6,36527,52389,29898,41240,2.4,3.19,4.2,31.5,8.5,14.4,11.2,55.7,79.5,blue
FL,DelrayBeach,60912,48.5,51.5,45.6,26.7,60.3,26.5,10.7,1.5,49823,81745,37532,42328,2.23,3.01,7.7,21.5,7.6,23.8,11.1,55.7,79.5,blue
FL,Deltona,84712,49.3,50.7,37.9,16.5,57.1,11.1,30.6,1,50420,57817,31070,41628,2.93,3.37,4.6,35.1,9.8,9.2,4.6,55.7,79.5,blue
FL,Destin,12338,52.5,47.5,39,20.4,84.1,1.7,9.7,1.1,63716,92144,37023,42580,2.43,2.8,3.2,23.1,12.4,23.9,11,55.7,79.5,blue
FL,Doral,43212,48.9,51.1,32.9,6.1,15.3,2.1,76.6,5.7,71656,89986,42019,54653,3.16,3.57,1.8,16,9.5,34.4,21.5,55.7,79.5,blue
FL,Dunedin,35331,45.7,54.3,50.3,30.7,86.8,3.8,6.9,1,48420,62544,36536,43638,2.15,2.78,2.1,29.8,10.8,17.9,8.7,55.7,79.5,blue
FL,Edgewater,20838,50.1,49.9,44.9,25.2,92.4,3.3,3.1,0.6,45493,55252,30348,39313,2.52,2.97,2.5,35.9,10.3,10.5,4.7,55.7,79.5,blue
FL,Eustis,18744,49.1,50.9,43.7,25.8,71.6,16.3,6.8,3.9,45170,57428,32026,42575,2.45,3,4.9,33.1,7.3,13,7.8,55.7,79.5,blue
FL,FernandinaBeach,11526,46.9,53.1,49.3,27.4,73.1,14.2,9.4,2.3,53231,72972,33852,45698,2.29,2.78,2.4,22.4,8.3,23.9,12.5,55.7,79.5,blue
FL,FloridaCity,10929,42.2,57.8,23.5,6.8,12.1,47,39.4,0.4,25434,30537,23881,27083,3.97,4.47,20.2,28.1,2.4,6.5,2.6,55.7,79.5,blue
FL,FortLauderdale,166712,52.8,47.2,42.3,18.6,52.4,32.3,13.9,1.2,50648,81307,38574,49546,2.27,3.18,6.4,25,7.2,20.2,12.5,55.7,79.5,blue
FL,FortMyers,62773,50.1,49.9,35.7,18.3,44.2,33.5,21.2,1.6,37347,57984,29456,35924,2.6,3.33,10.3,30.9,8,13.3,8,55.7,79.5,blue
FL,FortPierce,42373,47.9,52.1,35.2,17.3,36.3,43.4,20.4,0.5,30869,43552,26349,32412,2.73,3.5,14.1,32.5,5.4,8.5,4.4,55.7,79.5,blue
FL,FortWaltonBeach,19820,51,49,39.4,19.2,69,18,8.3,3.7,47282,60644,32946,35670,2.37,2.91,2.7,34.3,7.9,13.1,8.1,55.7,79.5,blue
FL,Gainesville,124597,48.8,51.2,24.4,9.6,58.3,23.7,10.1,6.9,30952,46446,33612,34839,2.25,2.95,4.1,19.6,10.2,21.2,22.1,55.7,79.5,blue
FL,Greenacres,36846,47.7,52.3,36.9,18.3,39.2,17.1,39.8,3.7,42787,54585,34582,33531,2.62,3.34,9.8,32.1,7.1,14.5,6.1,55.7,79.5,blue
FL,Gulfport,12105,49.4,50.6,47.9,26.1,79.8,12.7,6.1,1.7,40866,70957,34786,39476,2.09,2.93,1.8,28.7,9.9,16.7,12.7,55.7,79.5,blue
FL,HainesCity,20211,49,51,31.1,17.1,33.8,23.7,39.7,1.5,36261,45220,26442,27530,2.93,3.39,15,35.2,8.2,10.2,4.2,55.7,79.5,blue
FL,HallandaleBeach,36956,49.4,50.6,45.1,28.2,46.7,22.2,29.5,1.7,34645,50413,31773,38048,2.07,2.86,8,29.7,8.1,16.4,8.6,55.7,79.5,blue
FL,Hialeah,225160,48,52,42.4,22.9,4.1,2.4,94.9,0.5,31096,41385,22574,26724,3.07,3.49,19.6,34.1,7.5,9.8,3.6,55.7,79.5,blue
FL,HialeahGardens,21522,46.2,53.8,38.8,15.9,2.3,3.2,97.2,0.1,42672,53716,23938,34307,3.39,3.79,13.5,30.8,11,12.3,3.3,55.7,79.5,blue
FL,HollyHill,11870,47.4,52.6,44.1,24,79.9,12.8,5,0.9,31088,45224,29450,34435,2.3,2.97,5.3,41.3,5.6,9.7,3.4,55.7,79.5,blue
FL,Hollywood,141198,48.6,51.4,40.7,17.9,49.7,17.7,29.8,2.6,45611,63569,36513,42297,2.46,3.23,4.7,30.4,8.3,18.7,9.6,55.7,79.5,blue
FL,Homestead,57544,48.9,51.1,28.9,8.2,19.7,16.8,63.7,1.6,38724,50876,29475,30874,3.18,3.77,19,26.4,8,12.5,5.8,55.7,79.5,blue
FL,Jacksonville,817602,48.5,51.5,35.2,13.6,55.7,31.7,7.5,4.2,49192,64585,35402,42746,2.57,3.22,3.8,30.2,8.9,16.5,7.7,55.7,79.5,blue
FL,JacksonvilleBeach,21460,48.8,51.2,41.1,18.4,86.9,6.7,2.5,2.7,61445,83912,41922,51042,2.21,2.82,3.4,20.6,10.6,26.2,13,55.7,79.5,blue
FL,KeyWest,24495,54.6,45.4,42.1,17.3,67.2,11.9,18.1,1.9,51385,75984,29425,34942,2.55,3.2,4.6,29.4,8.8,18.3,9.8,55.7,79.5,blue
FL,Kissimmee,60059,49,51,32.4,12.1,26.3,14,59.2,3.1,38158,47493,26317,29460,2.74,3.1,9.1,34.6,9.7,11.3,3.1,55.7,79.5,blue
FL,LakeCity,12222,47.2,52.8,36.3,19,49.8,44.9,4.7,0.5,30812,44975,30160,32231,2.52,3.45,9.2,32,8.8,9.4,6.2,55.7,79.5,blue
FL,Lakeland,97480,47.8,52.2,40.4,24.4,63.5,20.4,13.1,2.1,40650,56693,31430,40904,2.31,2.95,4.6,34.6,8.2,15.4,8.1,55.7,79.5,blue
FL,LakeMary,13673,50.4,49.6,41.4,15.3,76.3,6.1,9.7,6.7,83921,102150,43955,69481,2.92,3.43,2.2,22.7,9.1,26.3,14.6,55.7,79.5,blue
FL,LakeWales,14078,45.3,54.7,42.1,27,52.1,30.2,16.4,0.6,36049,43690,30262,32921,2.42,2.95,8.8,36.2,6.7,11.8,6.3,55.7,79.5,blue
FL,LakeWorth,35220,56.1,43.9,35.2,14.3,38,18.3,43.5,1,37288,48084,29203,26758,2.8,3.45,19.2,26.7,5,14.1,5.3,55.7,79.5,blue
FL,Largo,77279,48.3,51.7,48.3,29.8,79,7.9,9.8,2.8,40493,52067,32518,37403,2.09,2.75,3.7,36.5,8.3,13.3,5.8,55.7,79.5,blue
FL,LauderdaleLakes,32602,48.1,51.9,38.8,17.6,10.4,83.1,5.5,1.6,35080,44412,31235,31349,2.62,3.3,8.3,36.9,6.8,10.7,5.5,55.7,79.5,blue
FL,Lauderhill,67098,46.9,53.1,35.2,15.2,12.7,78.7,7.1,2,38585,50953,33952,33562,2.79,3.46,7,33.3,8.2,13.4,6,55.7,79.5,blue
FL,Leesburg,20230,44.6,55.4,42.6,28,61.2,24.9,9.7,2.2,36061,49931,28811,35485,2.23,2.9,4.8,32.8,7.9,11.7,7.9,55.7,79.5,blue
FL,LighthousePoint,10420,50,50,47.2,22.7,93.3,1.5,4.4,0.3,76106,119185,48889,83858,2.33,2.93,1,23.1,10,28.2,12.8,55.7,79.5,blue
FL,Longwood,13915,49.4,50.6,38.9,15.7,73.7,6.6,14.5,5.3,58846,69610,38079,42309,2.83,3.38,2.1,26.7,12.1,17.9,7,55.7,79.5,blue
FL,LynnHaven,18049,47.1,52.9,36.2,13.8,80.8,10.6,5.4,0.8,57122,66444,33993,53004,2.54,3.22,3.2,24.3,9.7,19.4,12.8,55.7,79.5,blue
FL,Maitland,15818,46.9,53.1,37.4,15.6,73.6,8.3,10.7,6.1,74974,108669,42039,73039,2.41,3.09,1.2,15.5,9,32.1,24.4,55.7,79.5,blue
FL,MarcoIsland,16573,50.9,49.1,61.7,49.4,91.5,0.5,6.6,1.2,72418,112661,44570,55048,2.18,2.46,1.3,27.6,6.2,26,15.1,55.7,79.5,blue
FL,Margate,53527,46.3,53.7,42.5,21.7,46.6,25.7,24.3,2.6,45674,57638,35622,42494,2.52,3.21,6.8,35.5,9,16,6,55.7,79.5,blue
FL,Melbourne,76538,49.5,50.5,44.4,23.4,77.4,10.6,7.6,2.7,42089,55235,34147,44893,2.21,2.94,3.5,29.4,9.8,16.9,9.4,55.7,79.5,blue
FL,Miami,396069,49.4,50.6,39.1,18.8,10.5,21.2,70.6,0.8,30270,50917,26208,29852,2.58,3.4,19.3,28.3,6.8,14,8.4,55.7,79.5,blue
FL,MiamiBeach,87956,52.8,47.2,39.1,18,40.5,4.5,52.2,1.9,42411,81666,34412,45127,1.98,2.98,8.4,19.3,7.7,23.7,19.2,55.7,79.5,blue
FL,MiamiGardens,106631,45.4,54.6,32.7,13.8,3.3,77.6,22.1,0.3,44215,51835,31030,32983,3.4,3.96,8.5,37.6,7,10.6,4.5,55.7,79.5,blue
FL,MiamiSprings,13810,48,52,42.2,16.9,27.4,1.8,69.4,2.1,63360,79662,35922,50440,2.74,3.33,6.8,23.6,12.9,19.7,10.5,55.7,79.5,blue
FL,Miramar,117343,47.1,52.9,33.2,9.2,12,47.8,36.1,5.4,64767,79131,38061,48406,3.32,3.69,4.8,24.7,11.1,20.7,12,55.7,79.5,blue
FL,MountDora,12422,45.7,54.3,47,29.7,66.5,21.4,8.9,3.6,45104,63427,33314,47015,2.24,2.88,3.9,31.7,8.7,18.3,8,55.7,79.5,blue
FL,Naples,20091,46,54,63,52.2,91.3,3.7,4.3,0.3,77158,163513,45194,66493,2.04,2.58,1.7,19.1,5.6,28.8,20.5,55.7,79.5,blue
FL,NewPortRichey,15321,49.9,50.1,46.8,30,84.1,3.1,9.8,2.4,29164,42145,28750,32478,2.17,2.91,4.5,43.2,7.7,6.9,3.1,55.7,79.5,blue
FL,NewSmyrnaBeach,22527,47.4,52.6,54.1,35.9,90.6,5.3,2.8,0.3,49625,64050,32087,38132,2.12,2.63,2.7,30.1,9.7,17.5,9.9,55.7,79.5,blue
FL,Niceville,12810,47,53,44.7,17.2,83.7,7.6,2.4,3.1,63864,74301,36387,52793,2.4,2.84,2.6,24.9,11,19.4,14.7,55.7,79.5,blue
FL,NorthLauderdale,40952,46.9,53.1,31.2,8.5,17.2,54.4,25,3.4,42541,51939,29608,31793,3.33,3.79,9.4,36.2,7.8,11.3,2.8,55.7,79.5,blue
FL,NorthMiami,58995,49.1,50.9,32.5,12.4,12.8,58.6,28.4,1.8,37792,53569,26623,29040,3.18,3.96,12.3,31,7,11.4,6.5,55.7,79.5,blue
FL,NorthMiamiBeach,41564,46.9,53.1,36.4,14.2,19.5,45.2,34.1,4.4,41489,50817,27263,31520,3.03,3.7,8.6,33.6,8.4,16.3,6.5,55.7,79.5,blue
FL,NorthPort,54378,48.2,51.8,41.3,22.4,81.6,8.2,8.6,0.8,49026,58010,32100,38071,2.6,3.07,2.3,35.9,11.7,11.2,5.5,55.7,79.5,blue
FL,OaklandPark,41617,52.4,47.6,38.6,12.4,49.1,25.3,23.4,2.9,44470,56836,35114,38950,2.36,3.21,7.6,29.8,8,16.9,6.4,55.7,79.5,blue
FL,Ocala,56376,48.5,51.5,37.1,20.2,60.6,23.6,12.9,2.7,36706,55062,32236,39659,2.4,3.08,4.7,32.2,9.8,14.2,7.7,55.7,79.5,blue
FL,Ocoee,34872,48,52,35.9,12,55.1,21.2,17.9,6,61653,76954,38504,45499,2.97,3.34,6.9,25.9,8.8,18.2,9.6,55.7,79.5,blue
FL,Oldsmar,13449,48.7,51.3,39.3,15.3,73.6,8.4,11.5,5.7,55114,74184,37591,49245,2.72,3.12,2,31.2,9,17.5,8.5,55.7,79.5,blue
FL,Opalocka,15202,44.3,55.7,32.1,17.3,1.3,70.2,35.8,0,22214,34490,19809,23565,2.82,3.62,25.1,31.5,6.7,6.9,1.2,55.7,79.5,blue
FL,OrangeCity,10493,46.1,53.9,50.2,32.9,80.4,6.8,12.7,0.8,30712,40876,29336,45131,2,2.93,3.8,37.4,9.6,12.8,4.3,55.7,79.5,blue
FL,Orlando,236532,49.6,50.4,32.1,11.6,42.2,28.9,24.6,3.2,42755,60089,31956,38358,2.37,3.12,5.1,26.2,9.2,21.6,10.3,55.7,79.5,blue
FL,OrmondBeach,38484,47.5,52.5,49.2,30.6,88.5,4.2,3,3.3,48427,70390,36178,48345,2.37,2.98,1.4,26.2,9.3,19,12.1,55.7,79.5,blue
FL,Oviedo,32834,48.4,51.6,34.2,8.2,73.3,6.7,14.8,4.4,83742,91643,40722,62268,3.32,3.62,1.8,20.9,13.2,25.4,14.3,55.7,79.5,blue
FL,Palatka,10616,47.5,52.5,33.2,19.3,41.4,52.8,4.9,0.1,20116,32891,29917,33542,2.43,3.28,7.4,40.5,6.8,10,3.8,55.7,79.5,blue
FL,PalmBay,101815,47.5,52.5,39.4,18.8,64.1,19.2,14.3,1.9,44768,54957,30040,38649,2.76,3.25,3.8,35,10,11.5,5.6,55.7,79.5,blue
FL,PalmBeachGardens,47483,45.9,54.1,47.9,29.3,80.5,5.7,9.2,3.3,71349,118380,45786,59947,2.17,2.78,1.7,19.8,7.1,27.7,19.3,55.7,79.5,blue
FL,PalmCoast,73500,48.2,51.8,44.6,27.2,72.6,14.3,10.1,2.5,48594,57661,32604,40534,2.65,3.06,2.5,34.9,9.5,14.8,6.4,55.7,79.5,blue
FL,Palmetto,12802,47.4,52.6,45.8,29.7,64.3,11.7,23.2,0.4,36299,51373,33543,36259,2.32,3.16,7.1,37.2,7.5,12.1,5.7,55.7,79.5,blue
FL,PanamaCity,36662,47.2,52.8,38.1,19.1,67.7,22.9,6.2,2.6,41067,52970,30326,37635,2.27,2.97,5.1,31.7,9.1,11.8,8,55.7,79.5,blue
FL,PanamaCityBeach,11641,48,52,42.1,20,84.2,2.1,10.9,1.9,50412,67575,32768,42294,2.18,2.71,3.3,28,13,13.6,8.2,55.7,79.5,blue
FL,Parkland,23122,50.4,49.6,38.9,10.1,73,4.3,14.6,6.9,114651,151083,52297,93354,3.17,3.47,1.9,12.2,4.7,37.1,22.3,55.7,79.5,blue
FL,PembrokePines,153533,46.8,53.2,39.5,18,32.9,21.3,40.9,5.3,61873,75819,42187,51103,2.74,3.34,4.7,25.6,10.8,19.7,11.8,55.7,79.5,blue
FL,Pensacola,52482,48.4,51.6,42.9,20.8,65.4,26.6,4.2,2.5,44628,66253,33575,47708,2.2,2.86,3.3,25,8.4,20.3,13.6,55.7,79.5,blue
FL,PinellasPark,48859,47.5,52.5,44.4,24.3,75.3,5.2,11.4,7.5,43132,51290,33501,36330,2.37,2.96,5.6,34.5,7.5,13.6,4.9,55.7,79.5,blue
FL,Plantation,85141,47.7,52.3,38.9,16.5,55.3,22.7,18.4,4,66740,88127,43720,52838,2.52,3.13,2.4,21.8,8.6,26.6,16,55.7,79.5,blue
FL,PlantCity,34607,47.2,52.8,31.8,13.8,54.6,13.4,29.7,0.7,47565,61263,35451,38265,2.88,3.44,10.5,34,7.6,11.2,5.9,55.7,79.5,blue
FL,PompanoBeach,100307,51.3,48.7,42.6,21.9,53,28.4,17.3,1.3,39943,59344,30502,37308,2.33,3.09,8.1,32.2,6.1,15.8,7.6,55.7,79.5,blue
FL,PortOrange,55987,47.8,52.2,46.9,26.4,88,4.1,3.9,3,47763,63003,34819,41646,2.42,3.05,3.2,34.7,9.2,15.3,7.6,55.7,79.5,blue
FL,PortSt.Lucie,159962,49.1,50.9,39.3,18.9,62.5,17.3,17.9,2.2,49310,60836,33348,41977,2.8,3.21,4.9,36.6,8.9,11.9,6.1,55.7,79.5,blue
FL,PuntaGorda,16652,47.4,52.6,62.4,51.2,87,3.9,6.1,1.2,59090,88396,35534,53281,2.06,2.39,1.6,25.7,7.3,21.5,14.4,55.7,79.5,blue
FL,RivieraBeach,32508,47.3,52.7,36.8,18.2,21.8,67.9,7.4,2.8,37555,56493,31765,35421,2.64,3.41,6.3,31.1,7.3,14,7,55.7,79.5,blue
FL,Rockledge,24707,46.7,53.3,43.7,22.1,76.8,14.5,6.1,1.8,57835,74570,38682,56497,2.57,2.98,1.8,25.1,15.9,20.7,10,55.7,79.5,blue
FL,SafetyHarbor,16913,48.2,51.8,48.2,25.3,84.5,4.9,6.6,3,60611,81685,42699,61411,2.31,2.87,3.1,26.8,9.6,22.6,11.6,55.7,79.5,blue
FL,St.Augustine,13021,44.5,55.5,44.4,22.9,78.7,14.8,4,1.3,38325,53435,33405,39063,2.08,2.71,3.4,23.7,6.6,21.2,11.3,55.7,79.5,blue
FL,St.Cloud,34683,49.7,50.3,36.1,14.2,64.4,5.3,27.7,2.8,50740,58356,34277,39029,2.74,3.15,4.2,35.8,10.3,12.8,6.2,55.7,79.5,blue
FL,St.Petersburg,245097,47.6,52.4,41.3,18.6,64.4,25.2,6.3,3.3,44510,61357,35341,42044,2.29,3.07,4,29.2,8.6,18.6,9.1,55.7,79.5,blue
FL,Sanford,52347,48.9,51.1,32.9,11.2,47.5,30.1,18.8,3,43520,52074,31184,38708,2.71,3.52,5.6,29.8,9.1,14.5,6.8,55.7,79.5,blue
FL,Sarasota,52572,49.6,50.4,44.9,25.5,65.6,16.2,16.7,1.8,41973,71996,35883,30264,2.21,2.95,3.2,32.2,7.5,16,11.2,55.7,79.5,blue
FL,SatelliteBeach,10400,49.8,50.2,45.2,22.4,91.3,1,5.2,1,60870,75643,42551,53214,2.45,3.02,1.1,21.5,11.4,24.8,16.8,55.7,79.5,blue
FL,Sebastian,21603,47.8,52.2,48.6,29.8,86.1,5.4,6.3,0.9,44235,55225,33479,41425,2.37,2.82,2.6,36.9,9.5,10.4,5.1,55.7,79.5,blue
FL,Sebring,10546,49.1,50.9,46.9,28.6,65.6,13.9,22.3,0.5,30319,40719,33446,32257,2.26,3.07,9.5,36.3,6.6,8.8,3.5,55.7,79.5,blue
FL,Seminole,17263,45.8,54.2,50.2,33,89.3,1.6,4.2,2.5,47013,62806,40727,51045,2.07,2.93,2.4,30.4,8.7,19.3,10.7,55.7,79.5,blue
FL,SouthDaytona,12565,48.4,51.6,41.7,21.3,80.4,11.3,6.1,0.7,35354,46776,30563,37448,2.43,3.13,2.4,33,13.9,11.2,3,55.7,79.5,blue
FL,SouthMiami,11563,48.4,51.6,37.2,17.2,34.1,20.8,38.7,5.7,63289,84230,41058,53913,2.74,3.53,5.6,16.3,10.3,24.4,20.5,55.7,79.5,blue
FL,Stuart,15644,51.1,48.9,44.7,28.1,75.2,15.7,7.6,1.3,40420,52027,37681,41837,2.08,3.04,4.6,29.4,7.4,16.9,10.7,55.7,79.5,blue
FL,SunnyIslesBeach,20289,48.7,51.3,48.8,32,48.4,5.7,46.2,0.1,43500,83233,38347,50714,1.9,2.69,5.1,17.1,6.9,25.7,20.7,55.7,79.5,blue
FL,Sunrise,84917,46.4,53.6,38.3,17,36.5,34.1,25.8,3.3,49659,60848,36765,41978,2.71,3.37,4.8,31.5,9.9,16.2,8.4,55.7,79.5,blue
